pfam,biome,Ascomycota,Bacillales,Rhodobacterales,Rhizobiales,Flavobacteriales,Streptomycetaceae,Basidiomycota,Burkholderiales,Clostridiales,Alteromonadales,Arthropoda,Sphingomonadales,Pseudonocardiaceae,Oceanospirillales,Nematoda,Lactobacillales,Micromonosporaceae,Cytophagales,Pseudomonadales,Embryophyta,Microbacteriaceae,Vibrionales,Mucoromycota,Enterobacterales,Sphingobacteriales,Chitinophagales,Caulobacterales,Rhodospirillales,Xanthomonadales,Nocardioidaceae,Mycobacteriaceae,Streptosporangiaceae,Micrococcaceae,Craniata,Nocardiaceae,Nitrosomonadales,Bacteroidales,Chromatiales,Legionellales,Corynebacteriaceae,Chytridiomycota,Thermomonosporaceae,Neisseriales,Saprolegniales,Zoopagomycota,Marinilabiliales,Myxococcales,Peronosporales,Haloferacales,Geodermatophilaceae,Trematoda,Pasteurellales,Chlorophyceae,Actinomycetaceae,Propionibacteriaceae,Desulfobacterales,Cellvibrionales,Thiotrichales,Intrasporangiaceae,Halobacteriales,Selenomonadales,Trypanosomatidae,Bifidobacteriaceae,Nevskiales,Methylococcales,Rhodocyclales,Thermoanaerobacterales,Aeromonadales,Thermales,Dermabacteraceae,Campylobacterales,Planctomycetales,Promicromonosporaceae,Desulfovibrionales,prasinophytes,Acidobacteriaceae,Desulfuromonadales,Nocardiopsaceae,Dermacoccaceae,Methanobacteriales,Anaerolineales,Brevibacteriaceae,Kineosporiaceae,Brachiopoda,Erysipelotrichales,Ktedonobacterales,Natrialbales,Bogoriellaceae,Nitrospiraceae,Anthozoa,Sanguibacteraceae,Rhabditophora,Protosteliales,Cellulomonadaceae,Halanaerobiales,Trebouxiophyceae,Aconoidasida,Saprospirales,Dictyostelids,Verrucomicrobiales,Williamsiaceae,Acholeplasmatales,Betapartitivirus,Balneolales,Albuginales,Frankiaceae,Tissierellales,Gordoniaceae,Jiangellaceae,Actinopolysporaceae,Cestoda,Orbales,Spirochaetaceae,Nakamurellaceae,Cardiobacteriales,Rhodymeniophycidae,Acidiferrobacterales,Intramacronucleata,Syntrophobacterales,Pseudohongiella,Desulfarculales,Gemmatimonadaceae,Kordiimonadales,Beutenbergiaceae,Cryptosporangiaceae,Conoidasida,unclassified,Rhodothermaceae,Oscillatoriales,Alkalimonas,Methanomicrobiales,Microsporidia,Leptospiraceae,Hapalosiphonaceae,Competibacteraceae,Allonocardiopsis,Nostocaceae,Thiohalobacter,Mzabimycetaceae,Parvularculales,Cryptomycota,Mariprofundales,Sneathiellales,Entamoebidae,Phreatobacter
PF04411,soil,0,46,0,1,5,0,0,2,11,4,0,1,0,4,0,3,0,4,0,0,0,0,0,0,1,3,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF04418,soil,111,0,0,0,0,0,33,0,0,0,12,0,0,0,20,0,0,0,0,13,0,0,11,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,4,3,0,0,4,0,0,2,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF04457,soil,88,0,0,0,0,12,1,0,0,0,2,0,3,0,0,0,4,0,0,0,0,0,5,0,0,0,1,0,0,0,0,2,0,5,0,7,0,1,0,0,1,2,0,4,0,0,5,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF04555,soil,0,1,3,0,0,4,0,2,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
PF04577,soil,39,15,89,18,8,0,24,5,2,4,21,3,0,2,18,0,0,18,2,12,1,0,8,0,6,5,3,10,0,11,0,0,1,6,0,1,0,0,0,0,2,0,2,4,0,0,1,4,3,0,3,0,3,0,0,0,1,0,0,2,1,4,0,1,2,1,0,0,1,0,0,1,3,3,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
PF04654,soil,0,0,150,64,0,0,0,9,0,25,0,0,0,27,0,0,0,0,21,12,0,0,0,0,0,0,7,17,0,0,0,0,1,0,0,2,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,4,2,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
PF04664,soil,23,0,0,6,0,0,19,0,0,1,0,1,0,7,0,0,0,0,1,0,0,2,0,0,0,0,1,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
PF04718,soil,120,0,0,0,0,0,36,0,0,0,15,0,0,0,18,0,0,0,0,13,0,0,12,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF04784,soil,0,0,8,5,77,0,4,1,0,14,7,2,0,10,8,0,0,31,3,13,0,21,0,0,3,2,3,3,0,0,0,0,0,6,0,1,0,1,19,0,0,0,0,4,0,0,2,4,5,0,0,0,3,0,0,4,2,0,0,4,0,2,0,3,1,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,1,0,0,4,0,1,1,0,1,1,0,0,1,0,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,2,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,1,1,1,0
PF04802,soil,115,0,0,0,0,0,38,0,0,0,22,0,0,0,20,0,0,0,0,11,0,0,13,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,4,6,0,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,3,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
PF04891,soil,0,0,6,20,0,0,0,20,1,0,0,2,0,2,0,0,0,1,3,0,0,4,0,2,0,0,0,8,0,0,0,0,0,0,0,5,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,4,5,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PF05042,soil,69,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PF05117,soil,0,16,2,1,21,0,0,4,1,4,0,3,1,6,0,0,4,8,0,0,0,2,0,0,10,15,3,1,3,2,0,13,2,0,0,0,6,0,0,0,0,8,1,0,0,0,3,0,0,0,0,6,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PF05121,soil,0,39,2,2,0,54,0,0,3,0,0,0,12,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,1,13,2,0,3,0,0,0,0,0,0,7,0,0,0,0,3,0,4,1,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PF05230,soil,0,0,0,0,0,0,0,26,0,9,0,0,0,14,0,0,0,0,25,0,0,0,0,10,0,0,1,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF05241,soil,121,0,0,0,0,1,36,0,0,0,0,0,1,0,0,0,3,0,0,13,3,0,13,0,0,1,1,0,0,0,1,0,0,6,0,0,0,0,0,0,2,0,0,4,6,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF05284,soil,0,0,77,52,0,0,0,11,0,0,0,33,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PF05397,soil,52,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF05620,soil,120,0,0,0,0,0,39,0,0,0,22,0,0,0,20,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,4,5,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,2,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
PF05648,soil,122,0,0,0,0,0,40,0,0,0,22,0,0,0,7,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,4,6,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
PF05675,soil,0,107,38,17,1,14,0,8,0,2,0,14,2,3,0,2,5,1,9,0,15,1,0,5,4,0,4,1,3,3,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,3,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,3,3,1,0,0,0,0,0,0,3,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PF05818,soil,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,0,0,2,0,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF05832,soil,116,0,0,0,0,0,28,0,0,0,17,0,0,0,20,0,0,0,0,12,0,0,13,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,4,5,0,0,3,0,0,4,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
PF06037,soil,0,0,6,38,38,0,0,4,0,3,0,4,0,2,0,0,0,18,3,0,0,2,0,0,9,9,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF06055,soil,0,0,115,53,0,0,0,15,1,7,0,19,0,17,0,0,0,0,7,0,0,2,0,0,0,0,7,19,20,0,0,0,0,0,0,6,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1
PF06059,soil,0,0,7,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF06062,soil,0,0,0,0,0,0,0,0,0,21,0,0,0,15,0,0,0,0,0,0,0,23,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF06119,soil,0,0,15,1,1,0,4,2,0,2,22,1,0,0,20,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,6,0,2,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PF06127,soil,119,16,6,5,41,12,32,49,0,44,0,31,0,16,0,0,0,24,31,13,0,8,13,0,26,7,5,6,25,0,1,0,0,0,0,0,0,5,18,0,2,0,3,4,6,0,9,3,0,0,0,0,3,0,0,0,5,1,0,0,0,4,0,6,0,1,0,1,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0
PF06149,soil,0,14,0,1,0,12,0,25,21,5,0,19,1,1,0,30,0,0,5,0,0,2,0,20,0,0,4,1,11,1,0,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF06181,soil,0,1,171,74,2,0,0,64,0,13,0,12,0,33,0,0,0,3,13,0,0,12,0,0,0,0,7,7,2,0,0,0,0,0,0,5,0,4,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,4,4,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1
PF06186,soil,0,0,16,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
PF06197,soil,4,25,28,10,20,41,0,2,15,12,0,7,37,4,0,26,31,5,2,0,36,1,0,1,4,4,5,0,19,14,7,14,9,0,13,1,0,0,0,4,3,8,0,0,0,1,1,0,7,7,0,0,0,14,4,0,2,0,5,7,0,0,0,1,0,0,0,0,1,3,0,0,2,0,0,0,0,3,0,4,2,3,2,0,0,3,2,2,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,0,0,0,0,2,0,0,1,0,0,2,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PF06207,soil,0,143,0,0,0,0,0,0,41,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF06226,soil,0,0,87,88,0,0,0,8,0,1,0,0,0,21,0,0,0,0,0,0,0,13,0,24,0,0,2,8,0,0,0,0,0,0,0,2,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,4,0,3,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PF06233,soil,0,0,117,78,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
PF06237,soil,0,0,0,0,0,0,0,0,0,0,16,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF06252,soil,0,1,18,18,0,0,0,13,5,6,1,5,0,7,0,0,0,0,0,0,0,3,0,1,0,0,2,4,2,0,0,0,0,0,0,6,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,1,0,0,1,1,1,0,0,0,0,5,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF06282,soil,0,4,39,92,3,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
PF06348,soil,0,1,10,37,2,21,0,23,0,0,0,0,13,0,0,0,1,7,1,0,6,0,0,0,0,0,2,0,0,11,2,1,4,0,2,0,0,1,0,0,0,5,0,0,0,2,1,0,4,5,0,0,0,0,1,1,0,0,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PF06412,soil,0,0,6,23,0,0,0,3,1,0,0,26,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF06417,soil,119,0,0,0,0,0,37,0,0,0,22,0,0,0,20,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,4,3,0,0,3,0,0,2,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
